Run	Gage	A	B	C	D	E	F	DIF	Sint	Gint	Aint	RMSE	ABCD	SqMi	Nash	RMSE	Lat	Long
480	2479300	0.9861	640.1	0.000	0.933	0.00	0.00	0.00	386.531	46.94	0.00	14.07	1	441.777008	0.904437022	14.14457222	30.86827	-89.16792
481	2479431	0.9443	327.3	0.193	0.017	0.00	0.00	0.00	155.128	1.00	0.00	18.67	1	20.411899	0.855579116	18.80552794	31.20999	-88.4117
483	2479560	0.9771	372.0	0.481	1.000	0.00	0.00	0.00	188.370	44.00	0.00	17.94	1	561.517028	0.865701663	18.08119758	31.15042	-88.3872
484	2479945	0.9175	673.2	0.456	0.009	0.00	0.00	0.00	496.083	200.00	0.00	11.90	1	31.6599	0.764104258	11.99495587	30.91509	-88.32209
485	2481000	0.9824	437.8	0.000	0.996	0.00	0.00	0.00	347.573	1.00	0.00	22.42	1	96.228103	0.836817882	22.61049855	30.68079	-89.20785
486	2481510	0.9864	484.3	0.000	0.910	0.00	0.00	0.00	301.897	46.41	0.00	14.93	1	309.135009	0.900464071	15.0402053	30.77043	-89.41456
487	2483500	0.9986	437.0	0.639	0.990	0.00	0.00	0.00	349.780	1.00	0.00	11.84	1	1979.5	0.868368505	11.86539762	32.77356	-89.25056
488	2488700	0.9959	937.6	0.273	0.055	0.00	0.00	0.00	650.712	200.00	0.00	12.73	1	136.007003	0.835585565	13.06893403	31.5899	-89.87281
489	3010655	0.9671	249.5	0.000	0.454	0.970	-6.07	3.65	169.96	17.96	72.00	23.04	0	98.2397	0.606576524	21.13628716	41.91688	-78.05025
491	3015500	0.9379	204.3	0.000	0.034	0.022	-5.75	0.00	158.72	149.61	41.00	30.10	0	303.031005	0.618656031	29.95506594	41.9213	-79.51004
495	3022540	0.9725	290.1	0.013	0.105	0.636	-4.64	4.70	7.58	119.22	200.00	14.63	0	30.3936	0.830442205	14.71495862	41.68072	-79.97749
497	3026500	0.9563	220.1	0.038	0.250	0.715	-2.74	8.29	223.41	1.10	1.00	23.14	0	7.840079	0.724347743	20.78161177	41.66186	-78.60734
498	3028000	0.9478	232.9	0.000	0.339	0.481	-3.56	6.85	195.90	36.05	34.37	27.86	0	62.204799	0.722678662	23.9931023	41.64346	-78.69828
499	3049000	0.9808	272.6	0.000	0.975	0.197	-2.42	9.08	46.55	65.29	125.11	16.54	0	137.895996	0.742976414	16.65495881	40.85344	-79.69501
500	3049800	0.9721	227.0	0.106	0.036	0.557	-1.18	3.69	105.64	53.03	55.53	14.56	0	5.748189	0.78495955	13.92175687	40.54712	-79.91875
501	3050000	0.998037112	255.4261062	0.179230718	0.167115647	0.487974127	-7.185880003	1.531327364	215.6538138	73.50691247	32.60304219	24.55396541	0	188.141006	0.685945332	24.70516101	38.63579	-79.99228
502	3065000	0.980943584	169.8940423	0.000101795	0.210679583	0.999999991	-3.0445737	5.255483178	151.2861294	171.0412564	1.011027429	22.47468595	0	346.680999	0.801832851	21.63880447	38.89427	-79.56895
503	3065400	0.929052863	147.1712203	3.41E-05	0.462492212	0.478039976	-1.56499916	9.99999887	72.85202646	101.7927405	58.16449389	26.17824725	0	54.9817	0.745434608	25.88395698	39.0822	-79.40626
504	3066000	0.747016641	121.5259381	9.34E-07	0.736584519	0.366861417	-7.47593474	0.155207744	50.53553691	1.014689202	70.9020798	24.81674861	0	86.017501	0.777735786	24.35642931	39.11188	-79.40261
505	3068800	0.949642705	167.7555966	2.40E-07	0.57862922	0.007539053	-5.329452851	3.200854459	90.67208531	199.993928	21.01466333	34.93865226	0	149.934005	0.665931679	34.40776057	38.67418	-79.84431
506	3069000	0.904616144	270.7283201	0.078930206	0.999999746	0.540357333	-3.110826321	1.777597399	57.94309335	27.3750224	66.47340688	26.52715132	0	212.740997	0.709646854	26.65302794	38.77478	-79.81227
507	3069500	0.94478185	149.0199295	9.30E-05	0.266890405	0.745252523	-1.934640655	7.263812588	36.530312	49.24594209	114.247015	24.26386796	0	716.929992	0.793316731	23.70796505	38.90715	-79.6206
509	3070000	0.685684129	178.9559197	2.18E-11	0.810470008	0.403072886	-6.548577479	2.739541524	1.000002313	31.67103214	5.773388181	31.19142443	0	935.213989	0.771819372	31.51766973	38.98109	-79.63111
510	3070500	0.980631443	226.5341206	0.00017087	0.033072499	0.711291693	-1.778345588	5.580935654	80.26139492	114.2608259	143.4136979	23.81255954	0	199.759002	0.787442678	23.43451649	39.70261	-79.61786
512	3076600	0.990200779	195.2077864	0.132618575	0.687706899	0.999999997	-2.782500079	4.082006884	115.8246603	64.30490222	89.79523066	23.29153733	0	49.188899	0.809000619	23.15042757	39.63273	-79.32198
513	3078000	0.98245842	156.0508702	0.000265339	0.513145499	0.595812303	-1.114999493	7.183916621	168.1733134	31.39771684	3.662615825	25.2198527	0	62.348499	0.797682498	24.71833924	39.64484	-79.19625
516	3092000	0.967503924	251.3163287	4.79E-05	0.118483213	0.553519816	-2.414017031	1.137376096	1.000002824	66.63803068	4.629997005	15.13220437	0	22.5188	0.77621683	15.29379448	41.09164	-81.04053
517	3092090	0.983281082	144.1221968	0.18867989	0.502566873	0.829298031	-2.984998902	2.347812426	24.16099008	58.3620532	21.54060918	16.29978491	0	21.4284	0.783205591	16.58679295	41.20835	-81.19813
518	3102950	0.994107063	244.1020181	0.09690409	0.564485464	0.993448544	-3.844999988	6.88126111	100.0755026	35.82378746	28.85928522	16.86458963	0	96.824798	0.751427331	17.15847939	41.49953	-80.63984
520	3114500	0.988374469	218.2387943	4.61E-09	0.374852771	0.626723727	-6.47778073	9.260684978	45.56610615	149.7457581	47.77052441	16.53289685	0	458.414001	0.880599141	17.27291413	39.37225	-80.75776
521	3115400	0.984930632	249.8802635	2.66E-08	0.606158386	0.881772046	-6.52757986	5.328246671	126.548545	20.35959374	38.35743588	18.04085822	0	210.141998	0.717699961	18.0701467	39.66988	-81.13708
522	3121850	0.962600027	290.5381293	0.036463457	0.038292652	0.959939367	-0.880000014	4.344674545	164.7004437	97.02714339	1.000000131	11.09686878	0	12.148599	0.874074659	10.90665678	40.61482	-81.27981
523	3140000	0.992154591	249.7835837	0.269021317	0.138121716	0.591948074	-1.229999179	4.329954453	186.4967374	38.14537857	55.64946394	10.74813255	0	27.1606	0.868969982	10.6665671	40.41209	-81.82154
524	3144000	0.989590456	319.3169725	2.09E-07	0.087601111	0.720722055	-2.741569179	0.000327285	216.1836305	59.17040165	60.35993114	12.54867638	0	140.313995	0.885582061	12.58788966	40.22785	-82.20633
525	3149500	0.980869572	289.0166294	1.16E-08	0.559949484	0.927038795	1.100000029	5.06437348	29.03015257	79.4148197	124.9459495	12.43534347	0	75.730697	0.860436062	12.46291577	39.99042	-81.85203
530	3155500	0.980971816	210.9443337	9.60E-06	0.508114648	0.999999988	-6.227450569	6.821911228	85.56100233	93.79992846	26.34826236	15.76342649	0	453.309997	0.864732492	15.95320324	39.17243	-81.02582
531	3158200	0.978070289	291.4970757	0.13602667	0.290291661	0.999998903	-1.015654343	1.579667372	221.0633117	1.009520995	2.765122758	12.17361249	0	113.892997	0.861666758	12.08830945	39.56351	-82.24725
532	3159540	0.986310201	339.4327483	0.004690904	0.533073915	0.99999991	-3.09128357	0.245461096	103.48081	41.20973902	144.4470084	14.24427021	0	154.768005	0.78740159	14.23286425	39.15756	-82.00949
533	3161000	0.943733877	676.0624364	8.22E-08	0.009698914	0	0	0	475.4402935	67.04220212	0	13.55288195	1	203.807998	0.834703777	13.00258401	36.28313	-81.56093
534	3164000	0.991380555	268.2251452	0.645014952	0.174237694	0	0	0	239.3974457	152.2773051	0	9.706246943	1	1140.050048	0.803891943	9.470640306	36.50289	-81.3659
535	3165000	0.954398994	576.7605364	0.315588462	0.075808385	0	0	0	430.6110437	199.9938707	0	10.02297568	1	39.380798	0.807813912	9.458676129	36.60684	-80.8808
536	3167500	0.996079046	326.7669921	0.748087956	0.204513814	0	0	0	139.2640456	199.9999337	0	7.578290355	1	266.899993	0.807353238	9.514857131	36.7926	-80.57315
537	3170000	0.989635265	556.3149704	0.367918842	0.080132207	0	0	0	439.1754391	199.9999854	0	6.346012879	1	306.811004	0.887238934	6.32392944	36.96007	-80.36251
538	3173000	0.986743264	320.635247	5.24E-09	0.457357226	0	0	0	1.009362239	98.23659736	0	12.11057207	1	298.576995	0.7736	12.19927833	37.15766	-80.95025
540	3180500	0.991786156	307.0289157	5.37E-05	0.516859988	0.876938559	-1.274999329	8.172953143	178.0233498	29.74499099	114.559	22.24558031	0	133.223999	0.800731252	21.73699118	38.60652	-79.74154
541	3182500	0.997020915	270.8104848	0.256147088	0.999973097	0.243419915	-3.363888819	5.155042077	139.0854745	85.07436037	74.81625278	16.73926246	0	527.015014	0.848788766	16.34435919	38.39176	-79.87721
543	3186500	0.94951375	176.0408817	3.92E-11	0.52420128	0.000172521	-3.369999999	8.472249001	124.1131274	99.86129174	47.50286906	28.67681246	0	127.29	0.750484431	27.8722245	38.32694	-80.28088
545	3187500	0.694682109	152.4378904	1.33E-05	0.284563208	0.627713446	-0.109999075	8.443085669	112.0779643	1.000014546	62.8718625	29.45244829	0	80.083	0.756384429	28.64235818	38.26581	-80.3604
547	3198350	0.986493857	354.1712034	0.234782	0.033935909	0.896205914	-0.702520254	5.483041338	74.97342439	55.79745588	45.55797473	12.80195912	0	63.716899	0.841407109	12.90828208	37.92311	-81.38171
550	3201902	0.981369859	334.0418926	0.113302105	3.65E-05	0.934382543	-1.154944449	4.847045109	211.8460965	28.16995357	60.54115748	14.44895373	0	204.690994	0.781996847	14.4669051	39.34107	-82.36397
551	3207965	0.994161368	340.1552064	0.288811197	0.092021248	0	0	0	125.8839605	77.38018303	0	9.750607207	1	6.46645	0.752319515	9.851856003	37.45221	-82.31765
554	3213700	0.993571598	409.0928559	0.359167041	0.734168827	0.98873858	-2.100477203	4.069259305	321.1984117	1.000003573	6.025630146	10.25652518	0	936.317016	0.828637037	10.3038969	37.42287	-81.81526
556	3228750	0.992827592	244.2046554	0.191107803	0.034210192	0.744476145	-2.593321587	1.27724434	234.5299045	8.967655768	4.621120941	15.93698405	0	65.625	0.784241615	16.0248516	40.42545	-82.87107
558	3237255	0.983523819	271.5291758	2.25E-06	0.999994922	0	0	0	177.1901654	1.696993723	0	19.45911279	1	213.861999	0.776536485	19.58518755	38.4555	-83.33881
559	3237280	0.924610251	218.8045571	0.098455343	0.111111629	2.81E-05	-0.024999988	7.429682687	103.4355321	1.000009281	5.635956857	19.84240844	0	12.7236	0.664450042	20.00687344	38.67493	-83.23593
560	3237500	0.978141247	267.485624	0.23686618	0.999994655	0.330279807	-9.994682527	0.329828906	15.96375395	93.36045213	50.56268684	22.0790563	0	387.338012	0.641191173	22.22706814	38.98733	-83.51481
561	3238500	0.954803875	390.9180095	0.026760084	0.906093217	0.177310326	-0.901252258	3.508996894	1.000094728	152.9024466	57.11979994	22.52815541	0	219.496994	0.616189977	22.71510512	39.04684	-83.8242
562	3241500	0.984375845	242.3319089	0.242549854	0.207890128	0.691901962	-1.572190749	2.353892583	214.3810413	1.000001283	1.000097456	13.33493852	0	65.990196	0.845253793	13.25053932	39.75169	-83.72928
563	3248500	0.970870787	262.2088121	0.216556384	0.999998303	0	0	0	94.81506466	1.176094276	0	16.61163922	1	139.132003	0.7684996	16.76889636	37.64518	-82.99315
564	3250100	0.982528145	206.0516017	6.04E-09	0.997230203	0	0	0	79.42228881	145.5500675	0	18.25638756	1	84.747398	0.866253815	18.65478386	38.29343	-83.43783
565	3250322	0.993413498	365.5952221	4.84E-09	0.87389669	0	0	0	118.4321253	89.12659303	0	16.71650409	1	4.21506	0.799799302	16.80496272	38.25496	-83.56593
566	3251000	0.998812393	201.5845847	0.19690139	0.058348036	0	0	0	107.6096828	75.79028214	0	11.77961667	1	125.319	0.907989191	11.86666053	38.51197	-83.66496
567	3251200	0.967533691	255.9692749	5.82E-06	0.999709396	0	0	0	1.000120551	38.38954147	0	23.60472033	1	224.973007	0.711520091	23.72858176	38.54507	-83.77989
568	3252300	0.992531623	309.5807656	0.024455756	0.024587527	0	0	0	210.5195682	167.4415843	0	18.55081462	1	154.317993	0.742058686	18.6841843	38.15576	-83.99054
570	3272700	0.984326317	218.5073231	0.176714463	0.511134477	0.832922499	-1.721190436	4.26045517	1.000230832	67.70682836	183.604529	15.00986741	0	68.511901	0.842248836	15.13064106	39.73635	-84.66204
572	3280700	1	301.6653084	0.301951019	0.339404545	0	0	0	80.69848994	172.0975576	0	13.02394882	1	61.0899	0.790762495	12.96502953	37.08564	-83.24627
573	3281040	0.990737334	302.9039854	5.38E-11	0.126635431	0	0	0	173.1825192	1.000207437	0	18.35087757	1	154.776	0.862288503	18.52914844	37.06691	-83.54156
574	3281100	0.995048167	390.3567615	0.000933811	0.015042547	0	0	0	254.196902	199.9988627	0	15.88071721	1	163.214004	0.871919235	16.1918867	37.04753	-83.74707
575	3281500	0.996211539	359.8902515	0.00129602	0.034590561	0	0	0	251.2455387	199.9999431	0	17.8253821	1	709.737976	0.737426973	16.85451718	37.18461	-83.67764
576	3282040	0.99217637	267.8899296	1.32E-08	0.040468293	0	0	0	146.7104562	1.046406475	0	21.97029538	1	77.7472	0.628727317	21.94144498	37.4268	-83.83502
577	3282500	0.991056594	322.0029786	0.245094517	0.999999965	0	0	0	95.61749499	21.54693757	0	11.75229266	1	65.936698	0.889495305	11.91783085	37.74479	-83.36021
578	3285000	0.997551938	205.6261447	0.002034367	0.027902948	0	0	0	109.7575322	199.9995815	0	21.14423549	1	317.506011	0.718003954	21.31941113	37.50318	-84.59959
580	3292460	0.995224484	167.6763858	2.81E-07	0.068919582	0	0	0	94.85238884	199.9976102	0	20.07044993	1	23.996	0.834279807	19.96367324	38.44778	-85.34186
581	3299000	0.99094464	183.9587413	2.74E-08	0.584272781	0	0	0	20.37020756	6.517468312	0	22.78405824	1	239.169006	0.892785612	22.9699429	37.50288	-85.07879
583	3300400	0.984004416	212.8067026	1.86E-08	0.606388739	0	0	0	1.947892247	87.67923095	0	15.85256491	1	435.744995	0.854848487	15.97915987	37.76482	-85.07007
584	3302050	0.998959098	467.5308109	0.405618498	0.999984521	0	0	0	362.453045	1.000228229	0	18.14396106	1	4.12437	0.803432553	18.29379341	38.05867	-85.82896
585	3302110	0.970878345	265.5337917	0.309396858	0.999994799	0	0	0	1.000519911	132.9996246	0	25.60678344	1	98.724502	0.738566257	25.80242358	37.82753	-86.00899
588	3310400	0.975167462	431.1077732	0.567638306	0.000244551	0	0	0	280.3742245	199.9382872	0	4.726435381	1	82.620697	0.91817198	4.68277779	37.39019	-85.87051
589	3311600	0.98744377	246.2452847	6.19E-08	0.019075678	0	0	0	149.1776961	41.14178289	0	16.59648926	1	10.957799	0.901469353	16.72417151	37.12752	-86.20071
590	3318800	0.993208851	230.8302688	8.52E-09	0.304209902	0	0	0	58.398335	22.01891885	0	25.95031366	1	117.209999	0.878530912	26.17481039	37.48747	-86.38186
591	3403910	0.989107824	314.5333845	0.249095391	0.029320604	0	0	0	103.4619681	1.007642956	0	16.84626096	1	320.222991	0.80514596	16.99651666	36.53078	-84.07542
592	3408500	0.998306325	362.5691251	0.226436373	0.039454076	0	0	0	341.8565319	199.9970489	0	20.46257747	1	382.397003	0.757449841	20.45017085	36.30477	-84.40519
593	3409500	0.998127712	339.4550109	0.019460343	0.051476516	0	0	0	289.503715	199.9999131	0	20.06036884	1	271.925994	0.806595839	20.09179221	36.29911	-84.77688
594	3410210	0.998496732	362.633466	0.141971432	0.051426373	0	0	0	315.7235317	199.9887045	0	18.56932396	1	806.30603	0.799249503	18.51793592	36.32873	-84.58903
595	3410500	0.981554744	272.3983463	0.149857328	0.040533862	0	0	0	102.2539725	1.001154893	0	19.41999441	1	953.473999	0.835269362	19.62795963	36.36399	-84.59659
596	3413200	0.990903743	335.5030775	0.219431737	0.015902692	0	0	0	53.10139635	1.000200437	0	17.53061606	1	45.382999	0.771870995	17.67665425	36.73555	-84.87316
597	3415000	0.989733799	246.7616075	4.73E-09	0.458417134	0	0	0	167.8517681	1.000693303	0	27.87872866	1	115.461997	0.77283091	27.98193159	36.26794	-85.2246
598	3416000	0.980477909	321.4420534	1.58E-05	0.017745367	0	0	0	132.1490503	199.9960374	0	20.09007084	1	105.833999	0.850984452	20.50230295	36.54012	-84.95225
599	3424730	0.994366883	281.0639689	0.223905816	0.169911279	0	0	0	169.6013786	1.000015332	0	16.05134896	1	214.154006	0.87404323	16.31390016	35.97467	-86.0168
600	3427500	0.991041421	111.3127902	6.87E-06	0.18955256	0	0	0	1.000006869	199.9999996	0	29.96090029	1	261.55899	0.738751704	29.87259926	35.8302	-86.16723
601	3431800	0.969201583	308.9125897	0.134015804	0.016420041	0	0	0	250.7204995	1.000073535	0	10.80108194	1	97.2873	0.916147435	10.92653819	36.3679	-86.92674
606	3439000	0.962751973	798.6728717	0.009265649	0.999891353	0	0	0	626.157703	1.000001906	0	31.20635407	1	68.983596	0.839208263	30.14333666	35.20187	-82.89138
607	3441000	0.830192167	431.4176319	7.03E-05	0.640352521	0	0	0	303.1256703	1.020575353	0	48.91225763	1	40.2672	0.625957861	48.83743198	35.30105	-82.79366
609	344894205	0.917008099	263.0735483	0.001787724	0.029367337	0	0	0	240.7301009	199.9999743	0	39.92056661	1	14.9053	0.61059345	39.96363184	35.71033	-82.32009
610	3450000	0.975791432	501.6870273	0.002232141	0.06374844	0	0	0	438.1958732	199.9999098	0	21.46005734	1	5.43649	0.716062918	21.41579463	35.67621	-82.39721
612	3455500	0.992764729	194.798746	0.724808025	0.862240617	0	0	0	360.4307411	1.04707814	0	39.55709079	1	28.1669	0.732006276	39.63269665	35.34598	-82.93141
613	3456500	0.996307453	394.3317017	0.585877791	0.849067597	0	0	0	410.563587	1.000065609	0	36.51092531	1	51.516201	0.71017216	36.48172229	35.40324	-82.82636
614	3460000	0.962840863	270.0679775	0.425173311	0.116661185	0	0	0	300.6998071	199.9998712	0	22.30806914	1	49.042098	0.685916844	22.40755002	35.61856	-83.12653
615	3461200	0.982171129	560.2932138	0.048901261	0.224633838	0	0	0	438.2064674	199.9999773	0	25.57680388	1	10.276	0.704988728	25.5333523	35.74882	-83.20772
617	3465500	0.994677546	558.7673995	0.219908125	0.077721619	0	0	0	490.39574	199.9999962	0	10.51216147	1	803.70697	0.842820245	9.972735305	35.99132	-82.25921
618	3466228	0.994740834	301.4768227	0.479786835	0.122169264	0	0	0	173.7190563	199.9993508	0	9.127880233	1	13.6821	0.75556366	10.37426094	36.25277	-82.72732
619	3467000	0.992988884	249.6110739	0.398615399	0.104643264	0	0	0	206.6081136	199.9976534	0	11.45896635	1	218.945007	0.691512026	10.97906513	36.28942	-82.83554
620	3471500	0.987059812	267.2806672	0.352648693	0.155001158	0	0	0	202.9139174	199.9999238	0	10.49883853	1	76.510101	0.80515072	10.56912735	36.75416	-81.48399
621	3473000	0.98966819	234.816399	0.452144547	0.144352683	0	0	0	201.6830935	178.0669322	0	11.7338243	1	303.016998	0.75305696	11.29724614	36.65729	-81.68002
622	3479000	0.976203374	366.6920673	0.144958083	0.164518907	0	0	0	363.139099	1.000075265	0	27.86111319	1	90.965698	0.667767763	27.22856841	36.21815	-81.7676
623	3488000	0.983444866	296.6662222	0.089101867	0.999999989	0	0	0	114.0160162	76.28575146	0	11.4105923	1	223.246002	0.793576359	11.19167798	36.97043	-81.52946
625	3491000	0.993843438	317.5749944	0.271083891	0.098279899	0	0	0	212.398246	112.4897477	0	12.41498039	1	47.8982	0.746818278	12.21678519	36.51892	-82.90848
626	3491300	0.997270864	199.3626333	0.297288766	0.422376395	0	0	0	177.6023993	30.36202562	0	9.936745433	1	46.0331	0.854545323	10.05107396	36.40721	-82.79302
628	3498500	0.958927479	395.6633479	0.089740153	0.218010748	0	0	0	319.08065	1.000056196	0	15.43532276	1	269.019012	0.78737029	14.96408411	35.68407	-83.74084
629	3500000	0.983063096	999.9923932	0.079767994	0.207949777	0	0	0	805.200053	108.8222587	0	16.25125581	1	139.438003	0.895333825	15.88935371	35.0251	-83.38513
630	3500240	0.926705797	632.9451466	1.61E-06	0.685561352	0	0	0	458.7819549	1.161294366	0	18.8015985	1	56.318099	0.811157626	18.44034544	35.14041	-83.48665
631	3504000	0.925099122	578.463728	0.570598679	0.901858812	0	0	0	593.2508175	1.005279516	0	27.86615795	1	51.937	0.841618362	25.44898007	35.07381	-83.55947
637	3535000	0.990913551	356.6677885	4.74E-08	0.400002148	0	0	0	309.6019474	1.000077135	0	16.55029525	1	68.448303	0.829687867	16.71632446	36.20212	-83.85025
638	3538225	0.973337505	257.8695246	0.000409042	0.044376956	0	0	0	37.89529993	199.9998936	0	16.95554594	1	82.813301	0.79789988	17.65668426	36.07661	-84.29128
639	3539778	0.99912328	334.3922407	0.260267284	0.042732293	0	0	0	285.911732	199.9995732	0	18.66780701	1	170.337005	0.78340322	18.22662427	36.15008	-84.9075
644	3558000	0.97925064	575.9780888	0.900275658	0.640510057	0	0	0	600.0680338	1.000224376	0	15.56462275	1	176.328994	0.813546127	16.89636488	34.7295	-84.13174
648	3572110	0.979356024	358.5688279	3.61E-07	0.653099563	0	0	0	168.2729492	1.068062892	0	28.46829237	1	130.669998	0.817612657	28.70371526	35.06475	-85.93341
649	3574500	0.992381792	294.6390173	4.56E-05	0.018614003	0	0	0	222.7784754	199.9996997	0	17.97825612	1	314.209991	0.873287633	16.45735894	34.88023	-86.2085
650	357479650	0.993040959	343.9676826	0.331491557	0.004037014	0	0	0	266.4456641	68.03334026	0	11.3823599	1	29.3269	0.825349855	11.44979689	34.99882	-86.40023
651	3578000	0.98715131	292.7848353	3.43E-05	0.036814344	0	0	0	269.2067498	199.9998478	0	34.74387494	1	65.161102	0.738115997	34.21856443	35.35289	-85.817
654	3584020	0.991316279	369.6462283	0.007111309	0.519201266	0	0	0	39.71349061	199.9999961	0	19.35940125	1	366.816009	0.746940378	23.363162	35.32191	-87.04213
655	3588400	0.969650485	319.0588342	0.122619705	0.080941896	0	0	0	270.3585105	199.9950806	0	13.61841024	1	41.995998	0.927902292	13.76727259	35.23759	-87.55047
656	3588500	0.88633491	191.4189084	3.30E-08	0.912660208	0	0	0	151.6858821	1.00007147	0	33.12385296	1	347.726013	0.673262127	33.39849722	35.20409	-87.48911
657	3592718	0.950989804	456.6117529	0.429364217	3.77E-09	0	0	0	372.2428829	46.2652844	0	10.58533078	1	25.864799	0.797289665	10.67312083	34.79896	-88.25987
660	3597590	0.92099909	81.7052174	2.61E-08	0.999983269	0	0	0	123.8996005	199.999465	0	59.42290294	1	35.885299	0.609445508	59.85904021	35.59786	-86.34539
661	3599450	0.990215988	351.2434787	0.093040253	0.00788163	0	0	0	269.7188938	199.9996378	0	16.70568875	1	73.990097	0.818274379	16.75675821	35.45471	-86.94447
662	3600500	0.988763054	396.7972646	0.173300696	0.035442611	0	0	0	319.05564	180.0216917	0	8.909700035	1	17.549699	0.949983079	9.533773809	35.45991	-87.26668
664	3604000	0.979875949	451.7143135	0.059933511	0.146571164	0	0	0	304.2028134	1.000851346	0	14.99100754	1	449.045013	0.845604237	14.99387206	35.40365	-87.56953
665	4185000	0.990187346	216.5020426	0.503998987	0.99999915	0.528979389	-7.439410573	4.85E-05	61.91498236	93.02493921	74.3593514	13.45111226	0	410.811004	0.775431767	13.56199812	41.74232	-84.34022
667	4196800	0.987319631	251.8236388	0.050795633	0.013111868	0.556179337	-2.785000029	8.385090258	45.48306752	2.701872932	199.9999428	17.90247193	0	234.774002	0.768214688	18.04832844	40.72586	-83.38813
668	4197100	0.99421235	288.0156042	5.43E-08	0.036535618	0.628292012	-3.381902594	1.38006468	203.1220126	96.8248427	86.45668641	18.56494405	0	149.888	0.78394794	18.63433813	41.00891	-82.89831
669	4197170	0.999449266	310.3530093	0.235516148	0.064940479	0.640967219	-1.779999713	5.062570746	104.7743478	70.03863952	1.026007401	18.54058208	0	36.759601	0.730246768	18.69218786	41.09416	-83.03832
670	4199155	0.993672008	282.6475203	6.97E-07	0.850728744	0.656109489	-3.261143576	0.448757967	150.0867895	66.86059181	54.44883701	13.77873502	0	23.305099	0.844755701	13.63237758	41.30009	-82.49309
672	4213000	0.97569504	166.4187801	1.79E-07	0.379579813	0.640779824	-4.525131503	0.574373019	4.827167698	73.05042794	143.2271216	26.78595624	0	175.791	0.604664437	26.68271329	41.82579	-80.42683
673	4213040	0.99999999	194.7193404	0.484889961	0.272244069	0.67808156	-3.271426079	4.799343087	176.7333061	73.76639244	1.000148533	11.85010675	0	2.589849	0.749058486	12.10894211	41.93435	-80.43899
674	4213075	0.972318372	307.3429378	1.16E-07	0.393873761	0.510165588	-2.839999951	1.22465042	173.1263408	52.21314716	57.13419154	23.33081288	0	4.49861	0.672529476	23.41815504	42.00217	-80.25333
675	4216418	0.996742532	341.5848984	0.341405099	0.832064325	0.783818729	-3.520000023	9.999999997	230.0842645	42.61154564	106.3867539	18.10875852	0	75.8582	0.74676987	17.8245047	42.75146	-78.29
676	4216500	1	290.5801322	0.71113877	0.999999999	0.44146468	-2.154999997	6.633404994	129.0796653	99.81332828	98.3552926	17.3891288	0	24.162399	0.737181606	17.37660077	42.82764	-78.16659
679	4232100	0.970960754	239.9483534	1.58E-05	0.067836739	0.999998978	0.093113948	3.780582011	52.75268498	56.11143421	182.2904395	25.46674775	0	43.008598	0.707423593	26.3214188	43.21684	-76.63185
680	4233000	0.983476233	223.1143255	0.210329043	0.894902156	6.64E-10	-5.385001641	0.913766339	5.606045005	138.8321826	115.2832303	13.17255473	0	35.482601	0.766243095	13.11471138	42.339	-76.56105
681	4233286	0.943748637	203.0234589	0.059424406	0.450157728	0.46992676	-8.986058158	7.12E-07	178.7070708	75.6231328	1.067141425	21.89672467	0	26.392599	0.630276504	21.14511838	42.40812	-76.3406
682	4233300	0.956186329	198.6954756	0.000208763	0.612093369	0.413844927	-5.95501944	2.816310864	78.43751475	168.0319372	46.77549801	20.37309261	0	38.024799	0.66081516	19.39986556	42.39948	-76.36294
684	4237962	0.978146704	300.5274025	3.74E-09	0.488396538	0.056169482	-4.914999922	3.703437522	154.3751609	72.12996156	93.7518147	15.48229398	0	38.851898	0.759458828	15.30044195	42.84873	-76.16095
685	4245200	0.994563519	390.4218963	0.175015914	0.402496406	0.378745616	-6.369995549	6.012518108	122.6690826	40.6124618	199.9998858	20.6975015	0	32.8274	0.663758736	20.70678219	42.87014	-76.06147
687	4256000	0.918176738	305.9483954	6.25E-05	0.156696524	0.375112369	-2.757300976	9.99999738	253.12446	1.664301855	71.46994502	23.37970631	0	89.746696	0.713526316	23.13526069	43.80118	-75.13719
690	4268800	0.891819543	364.0356849	9.74E-08	0.023371827	0.421221955	-3.074719353	5.956132693	256.2784672	102.3179976	48.8048279	21.95376757	0	171.391998	0.638385791	21.99174369	44.47095	-74.54534
691	4273700	0.995535803	706.609291	0.58177394	0.028121165	0.972166901	0.483476404	6.674470744	745.4731527	199.9999973	1.000000928	9.286028937	0	65.580497	0.775549771	9.229333773	44.61399	-73.64929
692	4273800	0.982091368	509.026811	1.74E-08	0.676895845	0.712342261	-0.961794253	5.332577576	252.5296967	98.38602638	63.03168048	7.858005941	0	68.307601	0.787344275	7.880274529	44.54485	-73.59473
693	4276842	0.974685993	314.0251901	0.30395436	0.019270101	0.337135745	-2.800000065	7.698871869	165.58491	66.40082572	199.9999634	18.04563667	0	52.0228	0.799237433	17.60576524	43.90332	-73.53913
694	4278300	0.969099067	395.7292332	0.073878285	2.18E-07	0.578070749	-0.519984996	9.999966053	221.4968291	29.52377257	73.34902163	25.51698292	0	22.280399	0.704519358	25.42047652	43.69083	-73.59948
695	4280350	0.935256275	340.1400841	0.085211255	0.104332554	0.55461821	-5.11994287	9.999969897	141.072969	147.2936706	82.35518889	25.1491594	0	69.803199	0.662619502	25.44251147	43.32307	-73.12156
